source_ru	canonical_en	layer	glossary_kind	priority	source_count	status	confidence	historical_person_tier	review_reason	g3_action	g3_review_priority	g3_review_reason	g4_action	g4_confidence	g4_review_priority	g4_review_reason	person_document_count	person_organization_count	alias_count	process_distribution	notes
А.И. Потяева	A.I. Potyaev	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
А.И. Стецкого	A.I. Stetsky	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
А.И. Юлина	A.I. Yulin	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
А.М. Гусева	A.M. Gusev	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	7	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
А.М. Зорина	A.M. Zorin	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
А.М. Штейна	A.M. Shtein	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
А.С. Соколова	A.S. Sokolov	people	person_name	low	2	auto_normalized_needs_review	medium	tier3_high_org_context		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved			low	case_form_with_high_org_context	2	8	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
В.А. Ельчаниновой	V.A. Elchaninova	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	5	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
В.А. Закамалдина	V.A. Zakamaldin	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							2	2	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	automatic transliteration seed; human review recommended before production glossary
В.А. Котова	V.A. Kotov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
В.В. Досекина	V.V. Dosekin	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							2	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
В.В. Папкова	V.V. Papkov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							2	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
В.Д. Вуйовича	V.D. Vuiovich	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	7	1	КРЕМЛЕВСКОЕ ДЕЛО:1 | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
В.И. Невского	V.I. Nevsky	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
В.И. Пучкова	V.I. Puchkov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
В.И. Шипихина	V.I. Shipikhin	people	person_name	low	2	auto_normalized_needs_review	medium	tier3_high_org_context		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved			low	case_form_with_high_org_context	2	9	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
В.М. Андреева	V.M. Andreev	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
В.М. Примакова	V.M. Primakov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
В.Н. Голованова	V.N. Golovanov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
В.Н. Ракова	V.N. Rakov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							2	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
В.Н. Цатурова-Большакова	V.N. Tsaturova-Bolshakov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							2	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
В.Н. Яковлевой	V.N. Yakovleva	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
В.Ф. Головина	V.F. Golovin	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	automatic transliteration seed; human review recommended before production glossary
Г.А. Колоскова	G.A. Koloskov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Г.Е. Пушина	G.E. Pushin	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Г.Л. Шкловского	G.L. Shklovsky	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	5	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
Г.П. Поташникова	G.P. Potashnikov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							2	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
Д.А. Карцева	D.A. Kartsev	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Д.И. Матвеева	D.I. Matveev	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Д.П. Бухарцева	D.P. Bukhartsev	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Е.А. Афанасьева	E.A. Afanasev	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Е.В. Рогачевой	E.V. Rogacheva	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
Е.Д. Соколовой	E.D. Sokolova	people	person_name	low	2	auto_normalized_needs_review	medium	tier3_high_org_context		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved			low	case_form_with_high_org_context	2	10	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
Е.И. Майзлиной	E.I. Maizlina	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
Е.Н. Васильева	E.N. Vasilev	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	6	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
Е.С. Мишаковой	E.S. Mishakova	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							2	2	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
З.В. Флоровой	Z.V. Florova	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							2	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
И.А. Козина	I.A. Kozin	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							2	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
И.Д. Гаврикова	I.D. Gavrikov	people	person_name	low	2	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					2	3	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
