person	role	role_class	document_count	person_total_documents	share_of_person_documents
Молотов	председатель	office_position	2	6	0.3333
Молотов	правый	political_label	2	6	0.3333
Н.А. Угланова	директор	office_position	2	6	0.3333
Н.А. Угланова	нарком	office_position	2	6	0.3333
Н.А. Царькова	член	generic_membership	2	5	0.4
Н.А. Царькова	руководитель	office_position	2	5	0.4
Н.А. Царькова	секретарь	office_position	2	5	0.4
Н.Б. Розенфельда	член	generic_membership	2	5	0.4
Н.Б. Розенфельда	сотрудник	generic_staff	2	5	0.4
Н.Б. Розенфельда	троцкист	political_label	2	5	0.4
Н.В. Буинцева	член	generic_membership	2	2	1.0
Н.В. Буинцева	директор	office_position	2	2	1.0
Н.В. Буинцева	троцкист	political_label	2	2	1.0
Н.В. Голубенко	обвиняемый	trial_role	2	11	0.1818
Н.И. Бураго	член	generic_membership	2	6	0.3333
Н.И. Бураго	комиссар	office_position	2	6	0.3333
Н.И. Бураго	секретарь	office_position	2	6	0.3333
Н.И. Гордона	член	generic_membership	2	3	0.6667
Н.И. Москалева	член	generic_membership	2	3	0.6667
Н.И. Москалева	сотрудник	generic_staff	2	3	0.6667
Н.И. Москалева	директор	office_position	2	3	0.6667
Н.И. Москалева	нарком	office_position	2	3	0.6667
Н.И. Муралова	член	generic_membership	2	2	1.0
Н.И. Муралова	комиссар	office_position	2	2	1.0
Н.И. Муралова	нарком	office_position	2	2	1.0
Н.И. Муралова	секретарь	office_position	2	2	1.0
Н.И. Муралова	троцкист	political_label	2	2	1.0
Н.И. Мухина	член	generic_membership	2	8	0.25
Н.Л. Лурье	член	generic_membership	2	2	1.0
Н.Л. Лурье	комиссар	office_position	2	2	1.0
Н.Л. Лурье	руководитель	office_position	2	2	1.0
Н.Л. Лурье	секретарь	office_position	2	2	1.0
Н.Л. Лурье	троцкист	political_label	2	2	1.0
Н.М. Лукина-Бухарина	правый	political_label	2	3	0.6667
Н.М. Маторина	член	generic_membership	2	2	1.0
Н.М. Маторина	директор	office_position	2	2	1.0
Н.М. Маторина	комиссар	office_position	2	2	1.0
Н.М. Маторина	секретарь	office_position	2	2	1.0
Н.М. Маторина	троцкист	political_label	2	2	1.0
Н.М. Маторина	обвиняемый	trial_role	2	2	1.0
Н.Н. Алексеева	член	generic_membership	2	2	1.0
Н.Н. Алексеева	секретарь	office_position	2	2	1.0
Н.Н. Алексеева	правый	political_label	2	2	1.0
Н.Н. Шатским	член	generic_membership	2	3	0.6667
Н.Н. Шатским	троцкист	political_label	2	3	0.6667
Н.Н. Шатского	член	generic_membership	2	2	1.0
Н.Н. Шатского	секретарь	office_position	2	2	1.0
Н.П. Глебов-Авилов	кандидат	generic_membership	2	3	0.6667
Н.П. Глебов-Авилов	начальник	office_position	2	3	0.6667
Н.П. Михетко	член	generic_membership	2	3	0.6667
Н.П. Михетко	начальник	office_position	2	3	0.6667
Н.П. Михетко	троцкист	political_label	2	3	0.6667
Н.П. Мясникова	правый	political_label	2	7	0.2857
Н.П. Мясниковым	руководитель	office_position	2	3	0.6667
Н.П. Мясниковым	троцкист	political_label	2	3	0.6667
Н.С. Антонова	секретарь	office_position	2	10	0.2
Н.С. Антонова	троцкист	political_label	2	10	0.2
Н.С. Антоновым	член	generic_membership	2	3	0.6667
О.П. Дзениса	член	generic_membership	2	2	1.0
О.П. Дзениса	комиссар	office_position	2	2	1.0
О.П. Дзениса	руководитель	office_position	2	2	1.0
О.П. Дзениса	секретарь	office_position	2	2	1.0
О.П. Дзениса	правый	political_label	2	2	1.0
О.П. Дзениса	троцкист	political_label	2	2	1.0
Ольберг	кандидат	generic_membership	2	94	0.0213
Ольберг	заместитель	office_position	2	94	0.0213
Ольберг	прокурор	office_position	2	94	0.0213
Ольберг	подсудимый	trial_role	2	94	0.0213
П.А. Коваленко	руководитель	office_position	2	5	0.4
П.А. Липшица	член	generic_membership	2	2	1.0
П.А. Липшица	посол	office_position	2	2	1.0
П.А. Николаева	комиссар	office_position	2	10	0.2
П.Г. Петровского	член	generic_membership	2	2	1.0
П.Г. Петровского	секретарь	office_position	2	2	1.0
П.Г. Петровского	правый	political_label	2	2	1.0
П.Г. Петровского	троцкист	political_label	2	2	1.0
П.И. Бескиной	полпред	office_position	2	6	0.3333
П.И. Бескиной	правый	political_label	2	6	0.3333
П.И. Гордеевой	руководитель	office_position	2	3	0.6667
П.К. Александрова	член	generic_membership	2	2	1.0
П.Н. Нечаева	член	generic_membership	2	2	1.0
П.Н. Нечаева	сотрудник	generic_staff	2	2	1.0
П.Н. Нечаева	начальник	office_position	2	2	1.0
П.Н. Нечаева	троцкист	political_label	2	2	1.0
П.П. Северова	член	generic_membership	2	2	1.0
П.Ф. Зайцева	член	generic_membership	2	3	0.6667
П.Ф. Зайцева	сотрудник	generic_staff	2	3	0.6667
П.Ф. Зайцева	председатель	office_position	2	3	0.6667
П.Ф. Зайцева	руководитель	office_position	2	3	0.6667
П.Ф. Полякова	член	generic_membership	2	2	1.0
П.Ф. Полякова	троцкист	political_label	2	2	1.0
П.Ф. Сапожникова	агент	accusatory_or_intelligence_label	2	3	0.6667
П.Ф. Сапожникова	представитель	generic_representative	2	3	0.6667
П.Ф. Сапожникова	комиссар	office_position	2	3	0.6667
П.Ф. Сапожникова	начальник	office_position	2	3	0.6667
П.Ф. Сапожникова	председатель	office_position	2	3	0.6667
П.Э. Роцкана	член	generic_membership	2	3	0.6667
П.Э. Роцкана	начальник	office_position	2	3	0.6667
П.Э. Роцкана	троцкист	political_label	2	3	0.6667
Пригожин	кандидат	generic_membership	2	2	1.0
Пригожин	член	generic_membership	2	2	1.0
Пригожин	директор	office_position	2	2	1.0
Пригожин	комиссар	office_position	2	2	1.0
Пригожин	председатель	office_position	2	2	1.0
Пригожин	секретарь	office_position	2	2	1.0
Пригожин	троцкист	political_label	2	2	1.0
Пятаков	кандидат	generic_membership	2	22	0.0909
Пятаков	посол	office_position	2	22	0.0909
Пятаков	прокурор	office_position	2	22	0.0909
Р.А. Петерсона	секретарь	office_position	2	2	1.0
Р.В. Пикеля	кандидат	generic_membership	2	4	0.5
Р.С. Беннет	член	generic_membership	2	2	1.0
Р.С. Беннет	представитель	generic_representative	2	2	1.0
Р.С. Беннет	сотрудник	generic_staff	2	2	1.0
Р.С. Беннет	комиссар	office_position	2	2	1.0
Р.С. Беннет	руководитель	office_position	2	2	1.0
Р.С. Беннет	секретарь	office_position	2	2	1.0
Р.С. Беннет	троцкист	political_label	2	2	1.0
Радек	адвокат	office_position	2	25	0.08
Радек	директор	office_position	2	25	0.08
Радек	председатель	office_position	2	25	0.08
Радек	свидетель	trial_role	2	25	0.08
Радин	член	generic_membership	2	2	1.0
Радин	представитель	generic_representative	2	2	1.0
Радин	комиссар	office_position	2	2	1.0
Радин	нарком	office_position	2	2	1.0
Радин	председатель	office_position	2	2	1.0
Радин	секретарь	office_position	2	2	1.0
Радин	правый	political_label	2	2	1.0
Радин	троцкист	political_label	2	2	1.0
С.А. Гоглидзе	член	generic_membership	2	2	1.0
С.А. Гоглидзе	комиссар	office_position	2	2	1.0
С.А. Гоглидзе	троцкист	political_label	2	2	1.0
С.А. Ратайчаком	член	generic_membership	2	2	1.0
С.А. Ратайчаком	заместитель	office_position	2	2	1.0
С.А. Ратайчаком	комиссар	office_position	2	2	1.0
С.А. Ратайчаком	начальник	office_position	2	2	1.0
С.А. Ратайчаком	руководитель	office_position	2	2	1.0
С.А. Ратайчаком	секретарь	office_position	2	2	1.0
С.А. Ратайчаком	троцкист	political_label	2	2	1.0
С.А. Ратайчаком	обвиняемый	trial_role	2	2	1.0
С.А. Чихладзе	кандидат	generic_membership	2	6	0.3333
С.А. Чихладзе	редактор	office_position	2	6	0.3333
С.В. Мрачковский	начальник	office_position	2	8	0.25
С.В. Мрачковский	председатель	office_position	2	8	0.25
С.В. Мрачковский	руководитель	office_position	2	8	0.25
С.Г. Радомысльского	член	generic_membership	2	2	1.0
С.Г. Радомысльского	комиссар	office_position	2	2	1.0
С.Г. Радомысльского	секретарь	office_position	2	2	1.0
С.И. Лукашика	директор	office_position	2	3	0.6667
С.И. Лукашика	руководитель	office_position	2	3	0.6667
С.И. Лукашика	обвиняемый	trial_role	2	3	0.6667
С.М. Гессена	секретарь	office_position	2	8	0.25
С.М. Закс-Гладнев	член	generic_membership	2	2	1.0
С.М. Закс-Гладнев	редактор	office_position	2	2	1.0
С.М. Закс-Гладнев	секретарь	office_position	2	2	1.0
С.О. Мандельштама	член	generic_membership	2	2	1.0
С.П. Калашникова	член	generic_membership	2	2	1.0
С.П. Калашникова	секретарь	office_position	2	2	1.0
С.П. Калашникова	обвиняемый	trial_role	2	2	1.0
С.П. Минаева	нарком	office_position	2	2	1.0
С.П. Минаева	троцкист	political_label	2	2	1.0
