document_post_id	document_title	primary_process	content_chars	package_likelihood	detected_attachment_count	detected_attachment_types	detected_markers	first_marker_position	cover_note_likely	embedded_interrogation_protocol	embedded_list	embedded_memo	embedded_diary	embedded_theses	embedded_reference_note	embedded_draft_project	recommended_package_strategy	notes
5860	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Кашкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	27127	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5862	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Докучаева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	9745	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5865	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.М. Оберталлера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	17044	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5870	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Потяева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10477	strong	5	diary|generic_attachment|interrogation_protocol|memo|theses	дневник|записка|направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	yes	yes	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5873	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Шестова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	39110	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5874	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между С.А. Ратайчаком и В.Ф. Логиновым и последующего допроса С.А. Ратайчака	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	37971	strong	3	generic_attachment|list|memo	записка|направляю|приложение|с приложением|список	38	yes	no	yes	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5876	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Юлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	28216	strong	3	generic_attachment|interrogation_protocol|memo	записка|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5880	Спецсообщение Н.И. Ежова И.В. Сталину с приложение протокола допроса Ф.Ф. Иоэльсон	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10181	strong	2	interrogation_protocol|reference_note	направляю|приложение|протокол допроса|справка	40	yes	yes	no	no	no	no	yes	no	package_split_before_chunking	align with blueprint header_body_attachment_block
5883	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	8540	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5884	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.Г. Ольховского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	39734	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5889	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.А. Жарикова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	8096	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5894	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Н. Дробниса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	18844	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5895	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.И. Пучкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	31696	strong	3	generic_attachment|interrogation_protocol|list	направляю|приложение|протокол допроса|с приложением|список	38	yes	yes	yes	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5900	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	7427	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
